Timestamp,X,Y,Z
1735484218185,0.359,3.911,8.739
1735484218187,0.296,3.935,8.763
1735484218189,0.272,3.882,8.673
1735484218192,0.263,3.853,8.735
1735484218195,0.229,3.805,8.835
1735484218197,0.225,3.791,8.806
1735484218200,0.239,3.714,8.839
1735484218202,0.272,3.675,8.934
1735484218204,0.330,3.685,8.953
1735484218207,0.354,3.714,8.957
1735484218208,0.354,3.704,9.024
1735484218212,0.435,3.666,9.147
1735484218214,0.426,3.656,9.185
1735484218217,0.455,3.651,9.251
1735484218220,0.459,3.637,9.369
1735484218223,0.526,3.570,9.393
1735484218225,0.483,3.527,9.526
1735484218227,0.450,3.508,9.521
1735484218228,0.478,3.484,9.615
1735484218231,0.522,3.450,9.715
1735484218234,0.541,3.450,9.715
1735484218237,0.570,3.455,9.724
1735484218240,0.617,3.417,9.786
1735484218242,0.622,3.373,9.857
1735484218245,0.617,3.421,9.847
1735484218247,0.675,3.445,9.852
1735484218249,0.656,3.450,9.819
1735484218251,0.694,3.431,9.829
1735484218254,0.746,3.441,9.795
1735484218257,0.737,3.532,9.772
1735484218260,0.785,3.527,9.748
1735484218262,0.756,3.565,9.809
1735484218265,0.732,3.589,9.734
1735484218267,0.685,3.589,9.691
1735484218269,0.670,3.642,9.630
1735484218272,0.670,3.680,9.539
1735484218274,0.579,3.618,9.426
1735484218277,0.574,3.575,9.407
1735484218279,0.574,3.599,9.284
1735484218281,0.565,3.584,9.236
1735484218286,0.560,3.642,9.161
1735484218286,0.584,3.704,9.090
1735484218289,0.598,3.796,9.133
1735484218292,0.608,3.824,9.009
1735484218294,0.651,3.887,8.972
1735484218297,0.665,3.930,8.953
1735484218300,0.718,3.949,8.929
1735484218302,0.741,4.002,8.891
1735484218305,0.746,3.997,8.882
1735484218307,0.746,4.035,8.768
1735484218308,0.756,3.973,8.735
1735484218312,0.765,3.992,8.763
1735484218314,0.746,3.987,8.758
1735484218317,0.751,4.088,8.626
1735484218320,0.727,4.078,8.649
1735484218321,0.746,4.074,8.636
1735484218325,0.699,4.083,8.631
1735484218327,0.737,4.050,8.569
1735484218328,0.746,4.045,8.645
1735484218331,0.727,4.108,8.607
1735484218334,0.746,4.064,8.621
1735484218337,0.761,4.122,8.602
1735484218340,0.737,4.151,8.540
1735484218342,0.737,4.189,8.531
1735484218344,0.765,4.227,8.550
1735484218348,0.732,4.232,8.517
1735484218349,0.699,4.194,8.560
1735484218352,0.665,4.213,8.564
1735484218354,0.699,4.271,8.493
1735484218358,0.670,4.251,8.418
1735484218360,0.670,4.251,8.423
1735484218361,0.651,4.285,8.394
1735484218365,0.637,4.299,8.389
1735484218367,0.661,4.333,8.375
1735484218369,0.661,4.395,8.375
1735484218372,0.637,4.376,8.351
1735484218375,0.665,4.409,8.370
1735484218378,0.627,4.414,8.380
1735484218381,0.574,4.433,8.294
1735484218382,0.584,4.347,8.276
1735484218385,0.579,4.381,8.224
1735484218387,0.579,4.405,8.195
1735484218390,0.565,4.443,8.172
1735484218392,0.546,4.468,8.139
1735484218395,0.565,4.487,8.214
1735484218397,0.531,4.482,8.190
1735484218400,0.526,4.487,8.139
1735484218401,0.531,4.472,8.115
1735484218404,0.522,4.433,8.058
1735484218408,0.502,4.347,8.034
1735484218409,0.526,4.314,8.048
1735484218412,0.536,4.314,8.087
1735484218415,0.555,4.338,8.129
1735484218418,0.584,4.275,8.152
1735484218421,0.632,4.347,8.247
1735484218421,0.641,4.386,8.290
1735484218425,0.641,4.414,8.323
1735484218428,0.656,4.366,8.423
1735484218430,0.704,4.338,8.465
1735484218432,0.675,4.280,8.517
1735484218435,0.637,4.247,8.640
1735484218438,0.670,4.275,8.669
1735484218441,0.680,4.251,8.782
1735484218443,0.651,4.189,8.853
1735484218446,0.651,4.180,8.900
1735484218447,0.613,4.232,8.915
1735484218449,0.661,4.175,9.019
1735484218452,0.656,4.165,9.128
1735484218454,0.656,4.213,9.094
1735484218457,0.622,4.132,9.081
1735484218460,0.627,4.122,9.166
1735484218463,0.641,4.141,9.128
1735484218464,0.627,4.117,9.151
1735484218467,0.637,4.103,9.128
1735484218468,0.598,4.050,9.085
1735484218471,0.593,4.074,9.114
1735484218474,0.627,4.098,9.137
1735484218477,0.632,4.108,9.175
1735484218479,0.627,4.103,9.251
1735484218482,0.608,4.122,9.241
1735484218485,0.608,4.108,9.203
1735484218487,0.641,4.054,9.208
1735484218489,0.661,4.035,9.213
1735484218492,0.665,4.088,9.246
1735484218494,0.656,4.045,9.279
1735484218497,0.665,4.006,9.265
1735484218500,0.665,4.016,9.312
1735484218503,0.708,3.992,9.336
1735484218504,0.708,3.987,9.308
1735484218507,0.675,4.006,9.355
1735484218508,0.703,3.973,9.355
1735484218511,0.756,4.016,9.459
1735484218514,0.751,3.963,9.450
1735484218517,0.732,3.987,9.417
1735484218520,0.737,3.963,9.469
1735484218522,0.746,3.949,9.350
1735484218524,0.727,3.920,9.369
1735484218527,0.737,3.939,9.345
1735484218528,0.751,3.930,9.322
1735484218531,0.804,3.935,9.288
1735484218534,0.770,3.968,9.265
1735484218536,0.727,3.987,9.166
1735484218539,0.737,3.968,9.128
1735484218541,0.761,4.011,9.052
1735484218544,0.785,4.011,9.014
1735484218547,0.765,4.074,8.848
1735484218548,0.756,4.040,8.848
1735484218551,0.813,4.006,8.806
1735484218554,0.842,4.069,8.716
1735484218558,0.856,4.088,8.749
1735484218560,0.900,4.093,8.726
1735484218562,0.880,4.194,8.692
1735484218565,0.947,4.223,8.664
1735484218568,0.981,4.199,8.631
1735484218569,0.991,4.275,8.612
1735484218572,1.000,4.294,8.550
1735484218575,0.986,4.280,8.536
1735484218578,0.957,4.237,8.522
1735484218580,0.952,4.223,8.517
1735484218582,0.976,4.266,8.555
1735484218585,1.043,4.304,8.531
1735484218588,0.986,4.323,8.550
1735484218588,0.976,4.347,8.574
1735484218592,0.967,4.342,8.555
1735484218595,0.976,4.371,8.555
1735484218598,0.962,4.338,8.512
1735484218600,0.976,4.318,8.588
1735484218603,1.010,4.347,8.612
1735484218605,1.014,4.309,8.636
1735484218607,0.981,4.314,8.754
1735484218610,1.120,4.347,8.801
1735484218612,1.101,4.381,8.934
1735484218615,1.096,4.381,9.047
1735484218618,1.139,4.429,9.208
1735484218621,1.144,4.409,9.236
1735484218622,1.129,4.448,9.312
1735484218625,1.220,4.424,9.426
1735484218629,1.173,4.463,9.487
1735484218629,1.158,4.477,9.578
1735484218632,1.144,4.472,9.639
1735484218634,1.144,4.448,9.677
1735484218638,1.091,4.443,9.767
1735484218640,1.096,4.443,9.795
1735484218641,1.043,4.496,9.842
1735484218645,1.048,4.482,9.899
1735484218647,1.043,4.539,9.909
1735484218648,1.010,4.525,9.994
1735484218651,1.005,4.573,10.008
1735484218654,0.957,4.539,10.013
1735484218657,0.938,4.539,10.013
1735484218660,0.914,4.535,10.041
1735484218662,0.890,4.554,10.117
1735484218665,0.866,4.501,10.169
1735484218668,0.885,4.468,10.145
1735484218669,0.856,4.414,10.127
1735484218671,0.823,4.429,10.141
1735484218675,0.823,4.448,10.093
1735484218677,0.775,4.386,10.108
1735484218680,0.746,4.438,10.117
1735484218682,0.770,4.405,10.098
1735484218685,0.794,4.371,10.145
1735484218687,0.794,4.347,10.150
1735484218689,0.804,4.318,10.150
1735484218691,0.785,4.299,10.179
1735484218694,0.713,4.261,10.217
1735484218698,0.685,4.251,10.202
1735484218700,0.685,4.223,10.222
1735484218703,0.680,4.247,10.274
1735484218705,0.646,4.223,10.311
1735484218707,0.579,4.175,10.349
1735484218710,0.536,4.103,10.292
1735484218712,0.531,4.059,10.269
1735484218715,0.459,3.997,10.331
1735484218718,0.402,3.887,10.292
1735484218720,0.407,3.839,10.373
1735484218723,0.426,3.781,10.406
1735484218725,0.411,3.714,10.477
1735484218728,0.349,3.690,10.581
1735484218730,0.340,3.670,10.624
1735484218732,0.325,3.661,10.690
1735484218735,0.330,3.618,10.771
1735484218738,0.316,3.584,10.865
1735484218741,0.277,3.508,10.851
1735484218741,0.234,3.455,10.861
1735484218746,0.210,3.369,10.903
1735484218748,0.177,3.330,11.017
1735484218749,0.215,3.282,11.055
1735484218752,0.258,3.277,11.083
1735484218755,0.244,3.258,11.168
1735484218758,0.277,3.267,11.244
1735484218760,0.301,3.258,11.216
1735484218762,0.306,3.258,11.249
1735484218766,0.344,3.258,11.258
1735484218768,0.359,3.229,11.338
1735484218768,0.340,3.215,11.372
1735484218772,0.407,3.215,11.348
1735484218775,0.407,3.157,11.386
1735484218777,0.411,3.157,11.367
1735484218779,0.387,3.157,11.253
1735484218782,0.402,3.133,11.268
1735484218785,0.368,3.105,11.126
1735484218787,0.392,3.071,11.078
1735484218789,0.364,3.085,11.007
